CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,670.685730,50,976,0,4.18
AREA,1032.781250,50,1010,0,2.38
AREA,534.669067,50,880,0,4.67
AREA,866.305847,50,607,0,1.43
AREA,923.189331,50,861,0,4.08
AREA,781.026306,50,785,0,4.39
AREA,476.358398,50,702,0,3.77
AREA,791.746277,50,759,0,4.61
AREA,760.409729,50,839,0,4.30
AREA,878.879028,50,1170,0,4.49
AREA,698.696411,50,902,0,4.87
AREA,850.682251,50,747,0,4.30
AREA,966.762512,50,794,0,3.77
AREA,969.157043,50,829,0,4.56
AREA,923.622437,50,799,0,4.36
