CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,783.924316,10,738,0,1.36
STANDARD,730.434509,10,1037,0,5.41
STANDARD,743.438416,10,2434,0,7.07
STANDARD,797.277588,10,1368,0,7.15
STANDARD,738.642273,10,1685,1,5.92
STANDARD,706.453186,10,1086,0,4.82
STANDARD,751.591248,10,1849,1,5.80
STANDARD,818.993713,10,824,0,5.42
STANDARD,737.931519,10,819,0,5.34
STANDARD,756.564453,10,1268,0,6.16
STANDARD,780.337524,10,1068,0,6.11
STANDARD,737.003540,10,1153,0,4.56
STANDARD,794.780457,10,1171,0,6.28
STANDARD,754.747620,10,2353,2,3.55
STANDARD,686.630676,10,1541,0,6.96
