CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,658.966736,50,699,0,3.61
STANDARD,751.004333,50,940,0,3.55
STANDARD,758.562195,50,849,0,3.80
STANDARD,765.223572,50,1503,0,3.87
STANDARD,716.997681,50,557,0,1.15
STANDARD,708.041504,50,953,0,3.65
STANDARD,767.884277,50,870,0,3.97
STANDARD,696.604492,50,1086,0,4.36
STANDARD,665.862671,50,933,0,3.65
STANDARD,782.675659,50,1863,1,0.48
STANDARD,635.076843,50,934,0,3.81
STANDARD,657.586914,50,1003,0,3.94
STANDARD,731.009827,50,1288,0,4.71
STANDARD,726.005676,50,851,0,3.01
STANDARD,783.346191,50,916,0,2.38
