CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,757.192810,30,1771,1,4.33
STANDARD,777.334900,30,982,0,4.78
STANDARD,756.124207,30,1404,1,4.67
STANDARD,742.184814,30,1066,0,5.49
STANDARD,736.327271,30,861,0,4.58
STANDARD,756.866455,30,2038,1,4.92
STANDARD,760.417542,30,1248,0,5.28
STANDARD,740.289185,30,1007,0,4.81
STANDARD,743.179321,30,979,0,4.64
STANDARD,757.078552,30,1510,1,3.60
STANDARD,745.384644,30,1149,0,4.24
STANDARD,755.690186,30,1039,0,4.42
STANDARD,792.398254,30,906,0,4.46
STANDARD,778.506958,30,2406,2,4.33
STANDARD,761.350525,30,2324,1,5.55
