CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,762.948608,50,803,0,3.27
AREA,712.522827,50,994,0,3.40
AREA,756.447327,50,704,0,3.24
AREA,678.548950,50,1060,0,3.21
AREA,759.238464,50,859,0,4.53
AREA,784.875671,50,890,0,4.02
AREA,701.829895,50,726,0,3.39
AREA,734.878052,50,657,0,2.47
AREA,759.443420,50,689,0,3.68
AREA,790.033752,50,505,0,2.53
AREA,768.365234,50,876,0,4.02
AREA,785.438354,50,1305,0,3.69
AREA,771.040649,50,574,0,2.97
AREA,783.557068,50,823,0,3.20
AREA,743.496216,50,923,0,4.23
