CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,774.926758,10,1073,0,5.98
AREA,788.742920,10,1031,0,5.70
AREA,726.137817,10,836,0,5.79
AREA,686.674255,10,805,0,6.73
AREA,735.859680,10,1742,1,7.28
AREA,793.087585,10,1102,0,7.16
AREA,685.285889,10,993,0,6.28
AREA,744.823303,10,892,0,3.98
AREA,675.899170,10,1445,1,6.76
AREA,770.273376,10,1335,0,5.89
AREA,680.424194,10,904,0,5.96
AREA,741.276184,10,1077,1,5.34
AREA,727.734558,10,1005,0,6.31
AREA,769.822205,10,709,0,6.42
AREA,793.744141,10,688,0,4.33
