CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,663.789856,50,855,0,3.17
BUBBLE,738.166504,50,584,0,2.26
BUBBLE,635.620911,50,1042,1,4.46
BUBBLE,744.315430,50,876,0,4.24
BUBBLE,818.576660,50,700,0,4.04
BUBBLE,777.672180,50,704,0,3.36
BUBBLE,805.621643,50,685,0,3.29
BUBBLE,725.799011,50,553,0,2.94
BUBBLE,761.147339,50,934,1,3.85
BUBBLE,861.836060,50,918,0,2.85
BUBBLE,730.121521,50,616,0,1.95
BUBBLE,759.790894,50,819,0,3.83
BUBBLE,786.587524,50,686,0,4.13
BUBBLE,725.451660,50,950,0,4.52
BUBBLE,684.080750,50,635,0,4.42
