CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,755.798035,10,835,0,5.87
AREA,761.371094,10,1088,0,7.16
AREA,709.399109,10,887,0,7.17
AREA,819.445068,10,855,0,6.77
AREA,758.256836,10,683,0,5.14
AREA,717.896423,10,905,0,6.32
AREA,753.236206,10,952,0,6.84
AREA,698.784302,10,869,0,6.77
AREA,740.687012,10,902,0,4.99
AREA,757.495422,10,1253,1,5.88
AREA,776.119873,10,835,0,6.65
AREA,704.797852,10,718,0,4.81
AREA,754.607178,10,888,0,5.98
AREA,707.675720,10,901,0,6.98
AREA,700.318237,10,735,0,6.88
