CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,709.062134,30,1010,0,4.94
STANDARD,782.483826,30,1148,0,5.48
STANDARD,813.840454,30,1462,1,4.59
STANDARD,802.648315,30,1343,0,5.73
STANDARD,721.613708,30,978,0,3.57
STANDARD,720.505432,30,952,0,3.16
STANDARD,740.869690,30,834,0,3.66
STANDARD,711.590027,30,1305,0,5.10
STANDARD,536.789551,30,841,0,4.15
STANDARD,726.344482,30,911,0,5.18
STANDARD,775.802368,30,1070,0,4.71
STANDARD,635.966309,30,1018,0,4.41
STANDARD,762.620789,30,870,0,4.65
STANDARD,766.961670,30,1824,0,4.33
STANDARD,691.393433,30,952,0,3.71
