CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,703.309387,10,1481,0,6.79
AREA,688.455200,10,837,0,6.46
AREA,815.668884,10,1021,0,6.92
AREA,785.155273,10,921,0,6.59
AREA,729.388367,10,1020,0,5.91
AREA,693.467407,10,1153,0,6.56
AREA,754.271118,10,1004,0,6.94
AREA,767.098755,10,1087,0,6.85
AREA,733.403503,10,753,0,5.21
AREA,727.401733,10,975,0,5.45
AREA,759.980713,10,1372,1,6.31
AREA,757.644470,10,887,0,5.60
AREA,783.253418,10,921,0,6.45
AREA,785.590637,10,733,0,5.29
AREA,748.826172,10,670,0,5.30
