CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,617.861938,30,455,0,5.30
BUBBLE,683.216309,30,567,0,3.25
BUBBLE,730.774536,30,545,0,5.76
BUBBLE,682.716003,30,618,0,5.30
BUBBLE,754.310547,30,469,0,4.06
BUBBLE,616.600525,30,491,0,4.01
BUBBLE,665.097717,30,749,1,5.10
BUBBLE,595.360107,30,585,0,4.97
BUBBLE,810.618652,30,935,1,5.19
BUBBLE,560.977600,30,569,0,2.38
BUBBLE,668.117065,30,402,0,4.13
BUBBLE,1066.205444,30,842,1,4.73
BUBBLE,430.729004,30,418,0,4.97
BUBBLE,928.141785,30,1056,1,3.24
BUBBLE,826.635376,30,552,0,5.29
