CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,733.489990,50,669,0,2.52
STANDARD,755.046448,50,853,0,2.91
STANDARD,780.381653,50,843,0,3.24
STANDARD,760.869263,50,688,0,3.31
STANDARD,758.150269,50,915,0,4.34
STANDARD,738.653137,50,718,0,2.37
STANDARD,767.265015,50,1057,0,4.58
STANDARD,756.242493,50,847,0,4.03
STANDARD,757.462402,50,889,0,3.65
STANDARD,770.212158,50,948,0,4.17
STANDARD,751.644714,50,829,0,3.65
STANDARD,772.323853,50,717,0,2.51
STANDARD,734.407959,50,1098,1,2.71
STANDARD,753.527344,50,1250,0,4.22
STANDARD,757.569397,50,1069,0,3.54
