CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,786.717773,30,1327,1,4.96
AREA,735.632996,30,992,0,5.46
AREA,715.423218,30,1001,0,4.56
AREA,739.657104,30,1001,0,4.39
AREA,787.859070,30,1166,0,4.49
AREA,716.132751,30,1159,0,5.93
AREA,727.994812,30,954,0,4.93
AREA,693.215698,30,1286,0,4.64
AREA,726.276184,30,935,0,4.63
AREA,732.019165,30,653,0,3.90
AREA,751.799011,30,1004,0,4.42
AREA,743.308594,30,1187,1,5.79
AREA,781.888062,30,903,0,5.30
AREA,790.854309,30,835,0,4.97
AREA,709.246643,30,1090,0,5.32
