CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,742.783936,10,3486,4,3.39
STANDARD,763.331909,10,2034,1,6.94
STANDARD,759.911316,10,1137,0,4.88
STANDARD,841.072876,10,1653,0,7.01
STANDARD,734.059326,10,1558,0,6.88
STANDARD,773.978943,10,1453,0,6.45
STANDARD,744.072083,10,1666,0,2.62
STANDARD,712.849182,10,1423,0,6.38
STANDARD,756.962708,10,1273,0,6.56
STANDARD,738.609680,10,1122,0,5.39
STANDARD,735.272095,10,1570,0,6.42
STANDARD,764.498596,10,2871,1,6.41
STANDARD,774.622925,10,4141,2,6.58
STANDARD,749.045471,10,2103,0,7.06
STANDARD,745.337952,10,1287,0,5.87
